,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
721,"(2, 8)","(8, 4)","(4, 0)","(0, 0)","(0, 6)","(6, 3)","(3, 7)","(7, 8)","(8, 8)","(8, 3)","(3, 3)","(3, 5)","(5, 1)","(1, 6)","(6, 1)","(1, 5)","(5, 6)","(6, 4)","(4, 2)","(2, 6)","(6, 0)","(0, 4)","(4, 1)","(1, 2)","(2, 4)","(8, 1)","(1, 0)","(0, 7)","(7, 3)","(3, 0)","(0, 2)","(2, 2)","(2, 0)","(0, 5)","(5, 0)","(0, 3)","(3, 2)","(1, 7)","(7, 4)","(5, 5)","(5, 3)","(3, 6)","(6, 8)","(8, 6)","(6, 6)","(6, 2)","(7, 5)","(1, 4)","(8, 5)","(8, 2)","(3, 8)","(3, 4)","(6, 7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,"(7, 3)","(3, 7)","(7, 4)","(4, 6)","(6, 5)","(5, 2)","(2, 2)","(2, 1)","(1, 1)","(1, 7)","(7, 1)","(1, 4)","(4, 8)","(8, 3)","(3, 3)","(3, 4)","(4, 5)","(5, 7)","(7, 7)","(6, 8)","(8, 4)","(4, 2)","(2, 7)","(5, 3)","(3, 2)","(2, 6)","(6, 7)","(0, 4)","(4, 1)","(1, 6)","(6, 0)","(0, 5)","(5, 1)","(1, 5)","(5, 6)","(6, 6)","(6, 1)","(1, 0)","(0, 2)","(2, 4)","(4, 3)","(3, 6)","(6, 2)","(2, 0)","(0, 1)","(1, 3)","(3, 1)","(0, 3)","(3, 8)","(8, 1)","(2, 8)","(8, 8)","(8, 0)","(4, 7)","(3, 0)","(5, 8)","(8, 7)","(5, 4)","(4, 4)","(5, 0)","(8, 2)","(2, 3)",,,,,,,,,,,,,,,,,,,
723,"(4, 5)","(5, 7)","(7, 0)","(0, 6)","(6, 6)","(6, 7)","(7, 2)","(2, 6)","(6, 3)","(3, 6)","(6, 4)","(4, 8)","(8, 7)","(7, 4)","(4, 2)","(2, 8)","(8, 0)","(0, 2)","(2, 1)","(1, 0)","(0, 4)","(4, 4)","(4, 1)","(1, 7)","(7, 6)","(6, 1)","(1, 5)","(5, 4)","(4, 7)","(7, 8)","(8, 4)","(4, 3)","(3, 3)","(3, 8)","(8, 3)","(3, 0)","(0, 1)","(1, 1)","(1, 6)","(6, 0)","(0, 8)","(8, 6)","(6, 8)","(8, 2)","(2, 7)","(7, 3)","(3, 5)","(5, 0)","(0, 0)","(3, 4)","(4, 6)","(6, 2)","(2, 4)","(4, 0)","(1, 8)","(8, 8)","(8, 5)","(5, 5)","(5, 1)","(1, 3)","(7, 7)","(7, 1)","(1, 2)",,,,,,,,,,,,,,,,,,
724,"(4, 8)","(8, 0)","(0, 0)","(0, 7)","(7, 1)","(1, 8)","(8, 4)","(4, 1)","(1, 7)","(7, 8)","(8, 2)","(2, 8)","(8, 1)","(1, 4)","(4, 5)","(5, 7)","(7, 7)","(7, 5)","(5, 2)","(2, 6)","(6, 3)","(3, 3)","(3, 8)","(8, 8)","(8, 5)","(5, 5)","(5, 8)","(8, 6)","(6, 0)","(0, 4)","(4, 3)","(3, 7)","(7, 2)","(2, 0)","(0, 5)","(5, 3)","(3, 6)","(6, 2)","(2, 4)","(4, 2)","(2, 1)","(1, 3)","(3, 1)","(1, 6)","(6, 1)","(1, 1)","(1, 0)","(0, 2)","(2, 7)","(7, 4)","(4, 0)","(0, 1)","(1, 5)","(5, 1)","(1, 2)","(4, 7)","(7, 6)","(6, 5)","(5, 0)","(6, 4)","(4, 4)","(6, 6)","(7, 3)","(3, 4)","(3, 0)","(7, 0)","(3, 2)","(5, 4)","(8, 3)",,,,,,,,,,,,
725,"(4, 6)","(6, 2)","(2, 0)","(0, 5)","(5, 3)","(3, 0)","(0, 2)","(2, 2)","(2, 6)","(6, 5)","(5, 5)","(5, 4)","(4, 8)","(8, 3)","(3, 1)","(1, 3)","(3, 6)","(6, 3)","(3, 5)","(5, 0)","(0, 4)","(4, 3)","(3, 7)","(7, 7)","(7, 4)","(4, 0)","(0, 3)","(3, 4)","(4, 4)","(4, 1)","(1, 5)","(5, 6)","(6, 1)","(1, 7)","(7, 8)","(8, 4)","(4, 7)","(7, 6)","(6, 4)","(2, 1)","(1, 1)","(1, 4)","(8, 6)","(6, 7)","(7, 2)","(2, 8)","(8, 2)","(2, 7)","(7, 5)","(5, 8)","(8, 1)","(1, 6)","(6, 0)","(0, 1)","(1, 8)","(8, 0)","(0, 8)","(8, 7)","(2, 4)","(6, 8)","(8, 8)","(8, 5)","(1, 2)",,,,,,,,,,,,,,,,,,
726,"(5, 5)","(5, 1)","(1, 7)","(7, 5)","(5, 8)","(8, 8)","(8, 4)","(4, 4)","(4, 0)","(0, 4)","(4, 1)","(1, 1)","(1, 5)","(5, 7)","(7, 8)","(8, 2)","(2, 5)","(5, 0)","(0, 3)","(3, 7)","(7, 6)","(6, 8)","(8, 3)","(3, 1)","(1, 6)","(6, 7)","(7, 3)","(3, 5)","(5, 4)","(4, 3)","(3, 4)","(4, 8)","(8, 7)","(7, 2)","(2, 3)","(3, 2)","(2, 1)","(1, 2)","(2, 8)","(8, 5)","(5, 6)","(6, 6)","(0, 1)","(1, 8)","(2, 0)","(0, 7)","(7, 1)","(1, 0)","(0, 8)","(3, 8)","(2, 2)","(7, 4)","(4, 7)","(7, 0)","(0, 2)","(0, 5)","(5, 3)","(4, 2)","(0, 0)","(7, 7)","(4, 6)","(4, 5)",,,,,,,,,,,,,,,,,,,
727,"(3, 1)","(1, 5)","(5, 2)","(2, 3)","(3, 3)","(3, 7)","(7, 2)","(2, 0)","(0, 6)","(6, 4)","(4, 1)","(1, 8)","(8, 0)","(0, 1)","(1, 4)","(4, 6)","(6, 6)","(6, 8)","(8, 7)","(7, 4)","(4, 8)","(8, 3)","(3, 6)","(6, 1)","(1, 7)","(7, 5)","(5, 5)","(5, 4)","(4, 7)","(7, 8)","(8, 2)","(2, 1)","(1, 0)","(0, 2)","(2, 4)","(4, 4)","(4, 2)","(2, 6)","(6, 3)","(3, 8)","(8, 5)","(5, 1)","(1, 1)","(6, 7)","(7, 7)","(7, 1)","(5, 7)","(7, 6)","(0, 8)","(8, 1)","(0, 5)","(5, 8)","(8, 6)","(8, 4)","(4, 5)","(5, 0)","(0, 3)","(3, 0)","(0, 0)","(8, 8)","(7, 3)","(3, 2)","(7, 0)","(3, 5)",,,,,,,,,,,,,,,,,
728,"(1, 7)","(7, 2)","(2, 6)","(6, 3)","(3, 2)","(2, 4)","(4, 6)","(6, 1)","(1, 6)","(6, 7)","(7, 4)","(4, 2)","(2, 3)","(3, 3)","(3, 0)","(0, 6)","(6, 5)","(5, 2)","(2, 1)","(1, 8)","(8, 6)","(6, 8)","(8, 3)","(3, 4)","(4, 4)","(4, 8)","(8, 2)","(2, 7)","(7, 0)","(0, 3)","(3, 6)","(6, 6)","(8, 5)","(5, 6)","(0, 7)","(7, 6)","(0, 0)","(0, 1)","(1, 5)","(5, 5)","(5, 4)","(4, 5)","(5, 0)","(0, 2)","(2, 2)","(2, 8)","(8, 1)","(1, 4)","(7, 5)","(5, 1)","(1, 3)","(3, 1)","(1, 0)","(0, 4)","(7, 3)","(3, 7)",,,,,,,,,,,,,,,,,,,,,,,,,
729,"(6, 6)","(6, 0)","(0, 2)","(2, 1)","(1, 4)","(4, 2)","(2, 6)","(6, 1)","(1, 8)","(8, 6)","(6, 5)","(5, 2)","(2, 2)","(2, 0)","(0, 5)","(5, 8)","(8, 5)","(5, 3)","(3, 8)","(8, 7)","(7, 5)","(5, 6)","(6, 8)","(8, 4)","(4, 6)","(6, 2)","(2, 3)","(3, 2)","(2, 4)","(4, 3)","(3, 5)","(5, 4)","(4, 1)","(1, 2)","(1, 7)","(7, 8)","(8, 1)","(1, 5)","(0, 7)","(7, 0)","(0, 0)","(0, 3)","(3, 7)","(7, 4)","(4, 5)","(8, 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,"(0, 6)","(6, 4)","(4, 7)","(7, 8)","(8, 7)","(7, 3)","(3, 3)","(3, 8)","(8, 3)","(3, 0)","(0, 7)","(7, 0)","(0, 3)","(3, 5)","(5, 7)","(7, 7)","(7, 6)","(6, 6)","(6, 8)","(8, 1)","(1, 3)","(3, 4)","(4, 2)","(2, 3)","(2, 2)","(2, 0)","(0, 8)","(8, 6)","(6, 2)","(2, 6)","(6, 5)","(5, 4)","(4, 4)","(4, 3)","(4, 0)","(5, 6)","(8, 5)","(5, 3)","(4, 1)","(1, 6)","(8, 8)","(8, 2)","(1, 8)","(8, 4)","(5, 1)","(1, 5)","(5, 5)","(5, 8)","(1, 2)","(1, 0)","(7, 4)","(7, 5)","(5, 2)","(1, 7)","(7, 2)","(1, 4)","(1, 1)","(5, 0)",,,,,,,,,,,,,,,,,,,,,,,
731,"(1, 7)","(7, 7)","(7, 2)","(2, 1)","(1, 2)","(2, 4)","(4, 5)","(5, 6)","(6, 5)","(5, 3)","(3, 2)","(2, 5)","(5, 5)","(5, 2)","(2, 3)","(3, 4)","(4, 0)","(0, 1)","(1, 5)","(5, 1)","(1, 1)","(1, 3)","(3, 7)","(7, 0)","(0, 6)","(6, 1)","(1, 4)","(4, 8)","(8, 2)","(2, 6)","(6, 7)","(7, 4)","(4, 6)","(6, 6)","(6, 8)","(8, 1)","(3, 1)","(7, 5)","(5, 0)","(0, 3)","(3, 0)","(0, 8)","(8, 3)","(0, 5)","(5, 4)","(4, 4)","(4, 3)","(7, 8)","(8, 5)","(5, 7)","(2, 0)","(0, 0)","(0, 7)","(2, 8)","(8, 8)","(2, 7)","(5, 8)",,,,,,,,,,,,,,,,,,,,,,,,
732,"(8, 4)","(4, 4)","(4, 8)","(8, 6)","(6, 7)","(7, 2)","(2, 7)","(7, 0)","(0, 2)","(2, 8)","(8, 3)","(3, 5)","(5, 5)","(5, 6)","(6, 2)","(2, 2)","(2, 4)","(4, 6)","(6, 4)","(4, 2)","(2, 1)","(1, 6)","(6, 6)","(7, 5)","(5, 7)","(7, 3)","(3, 6)","(0, 5)","(5, 1)","(1, 3)","(3, 2)","(1, 2)","(5, 0)","(0, 4)","(3, 3)","(3, 0)","(0, 7)","(7, 4)","(1, 0)","(0, 1)","(1, 8)","(8, 7)","(3, 7)","(3, 8)","(8, 8)","(8, 2)","(5, 2)","(0, 3)","(3, 4)","(1, 7)","(1, 1)","(1, 5)","(1, 4)","(8, 0)","(8, 1)","(8, 5)",,,,,,,,,,,,,,,,,,,,,,,,,
733,"(0, 1)","(1, 2)","(2, 0)","(0, 2)","(2, 7)","(7, 2)","(2, 2)","(2, 4)","(4, 4)","(4, 5)","(5, 2)","(2, 1)","(1, 4)","(4, 2)","(2, 8)","(8, 0)","(0, 3)","(3, 6)","(6, 0)","(0, 8)","(8, 5)","(5, 7)","(7, 4)","(4, 6)","(6, 3)","(3, 3)","(3, 7)","(7, 1)","(1, 0)","(0, 5)","(5, 6)","(6, 6)","(6, 1)","(1, 6)","(6, 2)","(2, 3)","(3, 2)","(2, 6)","(4, 7)","(7, 7)","(7, 0)","(8, 1)","(1, 8)","(8, 4)","(4, 1)","(3, 1)","(7, 3)","(3, 5)","(5, 8)","(8, 8)","(5, 5)","(7, 6)","(3, 4)","(7, 8)","(3, 8)","(2, 5)","(3, 0)",,,,,,,,,,,,,,,,,,,,,,,,
734,"(1, 7)","(7, 6)","(6, 3)","(3, 1)","(1, 8)","(8, 5)","(5, 0)","(0, 5)","(5, 1)","(1, 6)","(6, 2)","(2, 0)","(0, 0)","(0, 4)","(4, 2)","(2, 3)","(3, 6)","(6, 6)","(6, 0)","(0, 6)","(6, 8)","(8, 1)","(1, 0)","(0, 8)","(8, 0)","(0, 1)","(1, 4)","(4, 0)","(0, 2)","(2, 6)","(6, 4)","(4, 5)","(5, 5)","(5, 4)","(4, 3)","(3, 5)","(5, 8)","(8, 2)","(5, 3)","(3, 8)","(8, 6)","(8, 4)","(4, 7)","(7, 1)","(4, 8)","(8, 7)","(7, 7)","(7, 5)","(5, 6)","(3, 7)","(7, 0)","(0, 7)","(7, 8)","(7, 2)","(3, 2)","(3, 3)","(3, 0)","(4, 4)","(4, 6)","(3, 4)","(7, 4)",,,,,,,,,,,,,,,,,,,,
735,"(0, 3)","(3, 6)","(6, 6)","(6, 0)","(0, 0)","(0, 4)","(4, 1)","(1, 8)","(8, 5)","(5, 8)","(8, 1)","(1, 5)","(5, 3)","(3, 4)","(4, 0)","(0, 5)","(5, 2)","(2, 7)","(7, 7)","(7, 0)","(0, 6)","(6, 1)","(1, 4)","(4, 2)","(2, 0)","(1, 0)","(1, 3)","(3, 8)","(8, 8)","(8, 4)","(4, 3)","(3, 7)","(7, 2)","(2, 2)","(2, 3)","(2, 5)","(5, 1)","(1, 7)","(7, 5)","(5, 4)","(4, 6)","(6, 5)","(5, 5)","(5, 7)","(7, 6)","(6, 3)","(2, 1)","(1, 2)","(2, 6)","(6, 2)","(8, 3)","(7, 1)","(8, 7)","(7, 8)","(8, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,
736,"(4, 1)","(1, 0)","(0, 7)","(7, 6)","(6, 1)","(1, 2)","(2, 1)","(1, 7)","(7, 1)","(1, 8)","(8, 5)","(5, 7)","(7, 5)","(5, 1)","(1, 4)","(4, 8)","(8, 1)","(1, 6)","(6, 5)","(5, 6)","(6, 7)","(7, 2)","(2, 7)","(7, 7)","(7, 4)","(4, 7)","(7, 0)","(0, 2)","(2, 6)","(6, 0)","(0, 8)","(8, 2)","(2, 5)","(5, 2)","(2, 8)","(8, 3)","(3, 0)","(0, 1)","(0, 6)","(6, 2)","(8, 8)","(8, 7)","(7, 8)","(8, 0)","(5, 5)","(5, 0)","(3, 5)","(8, 6)","(6, 4)","(4, 6)","(3, 4)","(3, 2)","(3, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,"(7, 1)","(1, 5)","(5, 4)","(4, 8)","(8, 7)","(7, 0)","(0, 8)","(8, 3)","(3, 6)","(6, 3)","(3, 4)","(4, 1)","(1, 7)","(7, 5)","(5, 0)","(0, 0)","(0, 1)","(1, 2)","(2, 5)","(5, 7)","(7, 3)","(3, 2)","(2, 0)","(0, 7)","(7, 6)","(6, 8)","(8, 0)","(0, 3)","(3, 5)","(5, 5)","(5, 3)","(3, 1)","(1, 8)","(8, 8)","(8, 5)","(5, 6)","(6, 2)","(2, 3)","(3, 8)","(8, 6)","(6, 1)","(1, 1)","(1, 4)","(4, 3)","(3, 7)","(7, 2)","(2, 8)","(8, 4)","(4, 5)","(5, 2)","(2, 4)","(4, 7)","(7, 7)","(7, 8)","(8, 1)","(1, 3)","(8, 2)","(5, 1)","(1, 6)","(6, 0)","(0, 4)","(4, 2)","(5, 8)",,,,,,,,,,,,,,,,,,
738,"(3, 4)","(4, 8)","(8, 0)","(0, 5)","(5, 1)","(1, 7)","(7, 5)","(5, 2)","(2, 6)","(6, 4)","(4, 2)","(2, 5)","(5, 5)","(5, 0)","(0, 6)","(6, 1)","(1, 2)","(2, 0)","(0, 7)","(7, 4)","(4, 7)","(7, 6)","(6, 7)","(7, 7)","(7, 1)","(1, 0)","(0, 4)","(4, 0)","(0, 1)","(1, 5)","(5, 7)","(7, 3)","(3, 8)","(8, 2)","(2, 4)","(4, 4)","(8, 3)","(3, 5)","(5, 4)","(3, 1)","(1, 6)","(6, 6)","(6, 2)","(2, 7)","(7, 0)","(2, 8)","(8, 6)","(6, 3)","(3, 0)","(1, 1)","(1, 4)","(7, 2)","(2, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,"(0, 4)","(4, 4)","(4, 8)","(8, 5)","(5, 0)","(0, 1)","(1, 5)","(5, 3)","(3, 4)","(4, 2)","(2, 5)","(5, 4)","(4, 6)","(6, 1)","(1, 6)","(6, 4)","(4, 1)","(1, 3)","(3, 7)","(7, 3)","(3, 0)","(0, 8)","(8, 8)","(8, 6)","(6, 0)","(0, 7)","(7, 1)","(1, 2)","(2, 2)","(2, 4)","(4, 7)","(7, 7)","(7, 4)","(6, 7)","(7, 2)","(2, 3)","(3, 5)","(5, 5)","(1, 0)","(0, 3)","(3, 1)","(1, 4)","(7, 0)","(0, 0)","(0, 6)","(1, 1)","(1, 8)","(8, 3)","(8, 4)","(2, 0)","(0, 5)","(8, 1)","(1, 7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,"(5, 6)","(6, 3)","(3, 4)","(4, 8)","(8, 5)","(5, 7)","(7, 0)","(0, 2)","(2, 3)","(3, 7)","(7, 3)","(3, 3)","(3, 1)","(1, 4)","(4, 6)","(6, 6)","(6, 4)","(4, 2)","(2, 0)","(0, 5)","(5, 8)","(8, 7)","(7, 2)","(2, 4)","(4, 1)","(1, 1)","(1, 2)","(2, 6)","(6, 8)","(8, 8)","(8, 2)","(2, 7)","(7, 5)","(5, 1)","(1, 3)","(3, 5)","(5, 3)","(3, 8)","(8, 4)","(4, 3)","(3, 6)","(6, 7)","(7, 1)","(1, 8)","(8, 0)","(0, 0)","(0, 7)","(4, 7)","(5, 5)","(5, 0)","(0, 1)","(1, 5)","(5, 2)","(2, 1)","(1, 6)","(6, 2)","(0, 3)","(3, 2)","(8, 6)","(6, 1)","(1, 7)","(0, 8)","(4, 5)","(1, 0)",,,,,,,,,,,,,,,,,
741,"(2, 6)","(6, 7)","(7, 4)","(4, 7)","(7, 1)","(1, 3)","(3, 4)","(4, 2)","(2, 2)","(2, 1)","(1, 0)","(0, 4)","(4, 0)","(0, 2)","(2, 7)","(7, 7)","(7, 6)","(6, 5)","(5, 2)","(2, 4)","(4, 3)","(3, 2)","(2, 8)","(8, 4)","(4, 6)","(6, 4)","(7, 5)","(5, 8)","(8, 7)","(7, 0)","(0, 6)","(6, 8)","(8, 3)","(3, 1)","(1, 1)","(1, 5)","(5, 6)","(6, 0)","(0, 5)","(5, 4)","(8, 2)","(1, 4)","(8, 5)","(5, 3)","(3, 5)","(5, 5)","(8, 8)","(7, 8)","(7, 2)","(0, 7)","(0, 3)","(3, 0)","(0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,"(0, 2)","(2, 7)","(7, 5)","(5, 3)","(3, 5)","(5, 2)","(2, 5)","(5, 5)","(5, 6)","(6, 7)","(7, 6)","(6, 6)","(6, 8)","(8, 3)","(3, 3)","(3, 6)","(6, 1)","(1, 3)","(3, 4)","(4, 2)","(2, 4)","(4, 3)","(7, 1)","(1, 8)","(8, 0)","(0, 6)","(6, 3)","(8, 6)","(6, 2)","(2, 3)","(4, 4)","(4, 7)","(7, 0)","(0, 3)","(1, 2)","(2, 2)","(2, 6)","(6, 4)","(4, 0)","(0, 5)","(5, 7)","(7, 2)","(2, 8)","(8, 5)","(5, 8)","(8, 4)","(4, 6)","(6, 0)","(0, 8)","(0, 7)","(7, 7)","(7, 4)","(4, 5)","(1, 0)","(0, 0)","(0, 4)","(4, 1)","(1, 7)","(7, 3)","(1, 4)","(4, 8)",,,,,,,,,,,,,,,,,,,,
743,"(8, 7)","(7, 0)","(0, 3)","(3, 7)","(7, 2)","(2, 1)","(1, 2)","(2, 5)","(5, 3)","(3, 0)","(0, 1)","(1, 0)","(0, 7)","(7, 7)","(7, 3)","(3, 8)","(8, 1)","(1, 4)","(4, 6)","(6, 7)","(7, 5)","(5, 4)","(4, 2)","(2, 3)","(3, 1)","(1, 6)","(6, 1)","(1, 1)","(1, 5)","(5, 7)","(7, 4)","(4, 8)","(8, 2)","(2, 7)","(6, 0)","(0, 8)","(8, 3)","(3, 5)","(5, 6)","(6, 8)","(8, 6)","(6, 6)","(0, 2)","(2, 8)","(8, 8)","(4, 5)","(5, 2)","(2, 0)","(0, 5)","(5, 8)","(0, 6)","(4, 4)","(4, 0)","(0, 0)","(0, 4)","(4, 7)","(3, 3)","(3, 4)","(4, 1)",,,,,,,,,,,,,,,,,,,,,,
744,"(1, 6)","(6, 3)","(3, 6)","(6, 6)","(6, 8)","(8, 0)","(0, 5)","(5, 4)","(4, 5)","(5, 6)","(6, 1)","(1, 3)","(3, 1)","(1, 4)","(4, 8)","(8, 6)","(6, 2)","(2, 4)","(4, 2)","(2, 5)","(5, 1)","(1, 8)","(8, 7)","(7, 0)","(0, 1)","(1, 5)","(5, 0)","(0, 6)","(6, 0)","(0, 4)","(3, 3)","(3, 5)","(5, 5)","(5, 8)","(8, 5)","(5, 7)","(7, 2)","(2, 0)","(0, 0)","(0, 3)","(3, 8)","(8, 3)","(3, 2)","(2, 6)","(7, 7)","(7, 5)","(3, 0)","(0, 8)","(2, 3)","(7, 8)","(7, 4)","(7, 3)","(2, 8)","(7, 6)","(0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,
745,"(7, 1)","(1, 8)","(8, 6)","(6, 5)","(5, 6)","(6, 6)","(6, 7)","(7, 5)","(5, 7)","(7, 0)","(0, 4)","(4, 7)","(7, 3)","(3, 0)","(0, 1)","(1, 0)","(0, 7)","(7, 2)","(2, 8)","(8, 3)","(3, 6)","(6, 1)","(1, 1)","(1, 3)","(3, 1)","(1, 6)","(6, 2)","(2, 5)","(5, 1)","(8, 4)","(4, 3)","(3, 3)","(3, 4)","(4, 0)","(8, 2)","(2, 1)","(3, 7)","(7, 4)","(4, 8)","(8, 0)","(8, 7)","(7, 6)","(6, 4)","(4, 4)","(4, 6)","(6, 3)","(8, 8)","(5, 0)","(6, 8)","(5, 4)","(4, 1)","(6, 0)","(5, 8)","(4, 2)","(2, 4)","(4, 5)","(2, 6)","(2, 7)","(2, 3)","(2, 2)","(2, 0)",,,,,,,,,,,,,,,,,,,,
746,"(3, 3)","(3, 7)","(7, 6)","(6, 4)","(4, 2)","(2, 3)","(3, 4)","(4, 6)","(6, 5)","(5, 8)","(8, 4)","(4, 8)","(8, 2)","(2, 4)","(4, 0)","(0, 1)","(1, 8)","(8, 6)","(6, 2)","(2, 7)","(7, 5)","(5, 4)","(4, 3)","(3, 0)","(0, 2)","(2, 1)","(1, 7)","(7, 7)","(7, 0)","(0, 0)","(0, 6)","(6, 6)","(6, 1)","(1, 3)","(3, 1)","(1, 1)","(1, 5)","(5, 5)","(5, 2)","(1, 2)","(3, 5)","(5, 0)","(0, 3)","(8, 8)","(8, 1)","(1, 4)","(4, 1)","(1, 6)","(6, 0)","(0, 7)","(7, 2)","(8, 3)","(0, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,"(7, 6)","(6, 7)","(7, 7)","(7, 4)","(4, 4)","(4, 2)","(2, 3)","(3, 7)","(7, 3)","(3, 2)","(2, 5)","(5, 7)","(7, 8)","(8, 2)","(2, 7)","(6, 8)","(8, 4)","(4, 6)","(6, 4)","(4, 0)","(0, 5)","(5, 4)","(4, 5)","(5, 0)","(0, 6)","(6, 5)","(5, 1)","(1, 2)","(2, 1)","(1, 5)","(5, 3)","(3, 1)","(1, 3)","(3, 5)","(5, 6)","(6, 2)","(2, 0)","(0, 2)","(2, 2)","(1, 7)","(8, 3)","(3, 3)","(3, 8)","(8, 5)","(5, 2)","(0, 8)","(8, 8)","(8, 1)","(1, 0)","(0, 1)","(1, 1)","(1, 4)","(4, 7)","(1, 6)","(4, 8)","(8, 0)","(0, 3)","(3, 0)","(0, 4)","(4, 1)","(5, 5)","(5, 8)",,,,,,,,,,,,,,,,,,,
748,"(6, 0)","(0, 3)","(3, 1)","(1, 4)","(4, 2)","(2, 7)","(7, 1)","(1, 6)","(6, 5)","(5, 2)","(2, 5)","(5, 5)","(5, 6)","(6, 7)","(7, 7)","(7, 3)","(3, 4)","(4, 8)","(8, 7)","(7, 0)","(0, 1)","(1, 3)","(3, 3)","(3, 6)","(6, 6)","(6, 1)","(1, 2)","(2, 2)","(2, 8)","(8, 6)","(6, 8)","(8, 3)","(3, 2)","(2, 4)","(4, 1)","(1, 1)","(1, 7)","(7, 4)","(4, 6)","(6, 2)","(2, 1)","(1, 8)","(8, 1)","(1, 5)","(5, 3)","(3, 0)","(0, 0)","(0, 7)","(7, 5)","(5, 0)","(0, 8)","(8, 0)","(0, 4)","(4, 7)","(7, 2)","(2, 0)","(3, 8)","(7, 8)","(2, 3)","(3, 5)","(5, 4)","(4, 0)","(3, 7)","(4, 4)",,,,,,,,,,,,,,,,,
749,"(7, 3)","(3, 1)","(1, 2)","(2, 5)","(5, 4)","(4, 7)","(7, 5)","(5, 8)","(8, 1)","(1, 5)","(5, 0)","(0, 5)","(5, 2)","(2, 2)","(2, 6)","(6, 6)","(6, 3)","(3, 8)","(8, 7)","(7, 1)","(1, 6)","(6, 0)","(0, 6)","(6, 7)","(7, 7)","(7, 0)","(0, 8)","(8, 6)","(6, 1)","(1, 7)","(7, 6)","(6, 8)","(8, 4)","(4, 0)","(0, 2)","(2, 0)","(0, 1)","(1, 1)","(1, 0)","(0, 7)","(7, 4)","(4, 2)","(2, 7)","(2, 4)","(4, 4)","(4, 1)","(1, 4)","(0, 3)","(3, 6)","(5, 6)","(5, 7)","(0, 0)","(0, 4)","(3, 4)","(2, 8)",,,,,,,,,,,,,,,,,,,,,,,,,,
750,"(3, 5)","(5, 6)","(6, 7)","(7, 6)","(6, 6)","(6, 0)","(0, 5)","(5, 2)","(2, 3)","(3, 4)","(4, 1)","(1, 8)","(8, 5)","(5, 3)","(3, 7)","(7, 3)","(3, 8)","(8, 7)","(7, 1)","(1, 1)","(1, 2)","(2, 2)","(2, 7)","(7, 5)","(5, 7)","(7, 7)","(7, 0)","(0, 2)","(2, 6)","(6, 8)","(8, 3)","(3, 3)","(3, 6)","(6, 2)","(2, 5)","(5, 1)","(1, 0)","(0, 0)","(0, 3)","(1, 3)","(1, 5)","(5, 8)","(8, 2)","(2, 4)","(4, 7)","(7, 4)","(4, 2)","(2, 8)","(8, 4)","(4, 5)","(5, 5)","(5, 4)","(4, 4)","(1, 7)","(2, 0)","(0, 4)","(6, 5)","(1, 6)","(6, 1)","(0, 6)","(6, 3)","(6, 4)",,,,,,,,,,,,,,,,,,,
751,"(7, 6)","(6, 4)","(4, 7)","(7, 1)","(1, 7)","(7, 2)","(2, 6)","(6, 0)","(0, 0)","(0, 7)","(7, 5)","(5, 7)","(7, 8)","(8, 4)","(4, 4)","(4, 6)","(6, 6)","(6, 3)","(3, 4)","(4, 8)","(8, 1)","(1, 2)","(2, 8)","(8, 3)","(3, 8)","(8, 6)","(6, 8)","(8, 8)","(8, 0)","(0, 3)","(3, 3)","(3, 0)","(0, 6)","(6, 5)","(5, 8)","(8, 2)","(2, 0)","(0, 8)","(0, 2)","(2, 4)","(4, 5)","(5, 5)","(5, 4)","(4, 1)","(1, 8)","(4, 0)","(0, 4)","(4, 2)","(2, 5)","(5, 1)","(1, 1)","(1, 4)","(7, 0)","(7, 3)","(3, 2)","(2, 1)","(1, 0)","(2, 3)","(3, 1)","(1, 3)","(3, 7)","(7, 7)","(7, 4)","(2, 7)",,,,,,,,,,,,,,,,,
