,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
625,"(5, 1)","(1, 5)","(5, 6)","(6, 2)","(2, 3)","(3, 5)","(5, 4)","(4, 2)","(2, 2)","(2, 0)","(0, 3)","(3, 8)","(8, 6)","(6, 6)","(6, 5)","(5, 0)","(0, 6)","(6, 4)","(4, 6)","(7, 0)","(0, 5)","(5, 3)","(3, 4)","(4, 0)","(0, 8)","(8, 5)","(5, 8)","(8, 8)","(8, 3)","(3, 3)","(3, 0)","(0, 1)","(1, 4)","(4, 5)","(5, 5)","(5, 2)","(2, 8)","(8, 7)","(7, 3)","(3, 6)","(1, 6)","(5, 7)","(7, 5)","(3, 2)","(2, 1)","(1, 2)","(2, 7)","(7, 8)","(8, 0)","(0, 7)","(7, 4)","(4, 1)","(1, 1)","(1, 7)","(0, 0)","(2, 5)","(1, 3)","(1, 8)","(2, 4)",,,,,,,,,,,,,,,,,,,,,,
626,"(7, 7)","(7, 6)","(6, 2)","(2, 4)","(4, 2)","(2, 3)","(3, 6)","(6, 1)","(1, 6)","(6, 5)","(5, 2)","(2, 1)","(1, 7)","(7, 0)","(0, 4)","(4, 8)","(8, 1)","(1, 2)","(2, 6)","(6, 0)","(0, 6)","(6, 3)","(3, 7)","(7, 2)","(2, 8)","(8, 8)","(8, 0)","(0, 7)","(7, 5)","(5, 8)","(8, 3)","(3, 8)","(8, 2)","(2, 7)","(7, 3)","(3, 5)","(5, 6)","(6, 4)","(4, 3)","(3, 4)","(4, 7)","(7, 1)","(1, 8)","(0, 3)","(3, 2)","(3, 1)","(0, 1)","(0, 0)","(0, 5)","(5, 4)","(4, 5)","(5, 7)","(0, 8)","(3, 0)","(0, 2)","(4, 0)","(4, 4)",,,,,,,,,,,,,,,,,,,,,,,,
627,"(1, 7)","(7, 4)","(4, 7)","(7, 5)","(5, 6)","(6, 5)","(5, 4)","(4, 1)","(1, 4)","(4, 5)","(5, 8)","(8, 6)","(6, 3)","(3, 1)","(1, 3)","(3, 6)","(6, 2)","(2, 7)","(7, 7)","(7, 6)","(6, 0)","(0, 2)","(2, 0)","(0, 0)","(0, 5)","(5, 5)","(5, 3)","(3, 2)","(2, 3)","(3, 0)","(0, 4)","(4, 2)","(2, 8)","(8, 5)","(5, 0)","(0, 1)","(1, 2)","(2, 4)","(4, 8)","(8, 2)","(2, 2)","(2, 5)","(7, 2)","(2, 1)","(1, 0)","(6, 1)","(1, 8)","(8, 4)","(4, 3)","(7, 3)","(6, 4)","(4, 4)","(4, 0)","(6, 7)","(4, 6)","(6, 8)","(6, 6)",,,,,,,,,,,,,,,,,,,,,,,,
628,"(0, 7)","(7, 5)","(5, 3)","(3, 5)","(5, 1)","(1, 2)","(2, 5)","(5, 5)","(5, 8)","(8, 4)","(4, 6)","(6, 0)","(0, 0)","(0, 4)","(4, 8)","(8, 5)","(5, 7)","(7, 4)","(4, 0)","(0, 6)","(6, 7)","(7, 2)","(2, 4)","(4, 3)","(3, 0)","(0, 8)","(8, 0)","(0, 5)","(5, 4)","(4, 2)","(2, 1)","(1, 0)","(0, 3)","(3, 2)","(2, 0)","(0, 1)","(1, 8)","(8, 2)","(2, 3)","(3, 3)","(3, 8)","(8, 8)","(6, 3)","(3, 1)","(1, 6)","(6, 1)","(1, 1)","(1, 7)","(7, 8)","(3, 6)","(6, 5)","(4, 7)","(7, 6)","(6, 4)","(4, 4)","(1, 4)","(1, 3)","(3, 7)","(7, 0)","(0, 2)","(6, 2)","(1, 5)","(3, 4)",,,,,,,,,,,,,,,,,,
629,"(4, 0)","(0, 3)","(3, 6)","(6, 5)","(5, 6)","(6, 6)","(6, 3)","(3, 4)","(4, 3)","(3, 2)","(2, 1)","(1, 5)","(5, 3)","(3, 7)","(7, 5)","(5, 7)","(7, 0)","(0, 7)","(7, 7)","(7, 4)","(4, 8)","(8, 0)","(0, 2)","(2, 6)","(6, 4)","(4, 5)","(5, 0)","(0, 8)","(8, 1)","(1, 1)","(1, 6)","(6, 8)","(8, 8)","(8, 3)","(3, 3)","(3, 8)","(8, 2)","(2, 0)","(0, 1)","(1, 7)","(7, 3)","(3, 5)","(6, 0)","(0, 4)","(4, 2)","(2, 2)","(2, 8)","(8, 5)","(4, 4)","(6, 7)","(7, 6)","(1, 2)","(2, 3)","(2, 5)","(2, 4)","(1, 3)","(8, 7)","(2, 7)","(0, 0)","(1, 4)","(8, 4)",,,,,,,,,,,,,,,,,,,,
630,"(5, 0)","(0, 0)","(0, 6)","(6, 7)","(7, 4)","(4, 3)","(3, 0)","(0, 2)","(2, 4)","(4, 7)","(7, 2)","(2, 7)","(7, 1)","(1, 2)","(2, 0)","(0, 5)","(5, 1)","(1, 1)","(1, 8)","(8, 5)","(5, 2)","(2, 3)","(3, 8)","(8, 3)","(3, 4)","(4, 2)","(2, 5)","(6, 1)","(1, 5)","(0, 1)","(1, 6)","(6, 8)","(8, 6)","(6, 0)","(7, 3)","(6, 3)","(7, 5)","(1, 7)","(8, 1)","(1, 4)","(4, 6)","(6, 4)","(4, 4)","(4, 5)","(4, 1)","(2, 1)","(2, 6)","(8, 7)","(4, 0)","(8, 8)","(8, 0)","(2, 2)","(2, 8)","(8, 4)","(4, 8)",,,,,,,,,,,,,,,,,,,,,,,,,,
631,"(5, 3)","(3, 5)","(5, 2)","(2, 3)","(3, 3)","(3, 4)","(4, 1)","(1, 4)","(4, 7)","(7, 0)","(0, 3)","(3, 7)","(7, 6)","(6, 7)","(7, 4)","(4, 0)","(0, 7)","(7, 8)","(8, 4)","(4, 4)","(4, 3)","(3, 2)","(2, 5)","(5, 5)","(5, 0)","(0, 2)","(2, 6)","(6, 0)","(0, 8)","(8, 2)","(2, 8)","(8, 6)","(6, 4)","(4, 6)","(6, 5)","(5, 6)","(6, 6)","(6, 3)","(3, 6)","(6, 1)","(1, 0)","(0, 6)","(6, 2)","(2, 7)","(7, 5)","(5, 8)","(8, 1)","(1, 5)","(5, 4)","(4, 2)","(2, 4)","(0, 4)","(7, 1)","(1, 1)","(1, 3)","(3, 8)","(8, 7)","(7, 7)","(7, 3)",,,,,,,,,,,,,,,,,,,,,,
632,"(1, 3)","(3, 6)","(6, 2)","(2, 1)","(1, 0)","(0, 2)","(2, 5)","(5, 8)","(8, 1)","(1, 4)","(4, 3)","(3, 5)","(5, 1)","(1, 6)","(6, 5)","(5, 0)","(0, 6)","(6, 1)","(1, 8)","(8, 3)","(3, 1)","(1, 7)","(7, 7)","(7, 6)","(6, 4)","(4, 7)","(7, 3)","(3, 0)","(0, 1)","(1, 2)","(2, 6)","(6, 8)","(8, 2)","(2, 8)","(8, 7)","(7, 4)","(4, 2)","(2, 7)","(7, 5)","(5, 5)","(5, 2)","(2, 3)","(3, 3)","(3, 7)","(7, 0)","(0, 8)","(8, 5)","(5, 6)","(6, 6)","(5, 7)","(7, 2)","(2, 4)","(4, 8)","(8, 0)","(0, 5)","(8, 6)",,,,,,,,,,,,,,,,,,,,,,,,,
633,"(8, 0)","(0, 7)","(7, 2)","(2, 4)","(4, 3)","(3, 5)","(5, 3)","(3, 8)","(8, 8)","(8, 6)","(6, 6)","(6, 7)","(7, 4)","(4, 4)","(4, 2)","(2, 7)","(7, 8)","(8, 4)","(4, 7)","(7, 0)","(0, 8)","(8, 1)","(1, 0)","(0, 1)","(1, 7)","(7, 3)","(3, 6)","(6, 8)","(8, 7)","(7, 1)","(1, 6)","(6, 0)","(0, 5)","(5, 2)","(2, 8)","(8, 3)","(3, 3)","(3, 4)","(4, 8)","(8, 2)","(2, 2)","(2, 6)","(6, 5)","(5, 8)","(0, 6)","(6, 4)","(4, 5)","(5, 1)","(1, 5)","(5, 4)","(1, 8)","(2, 3)","(3, 7)","(7, 6)",,,,,,,,,,,,,,,,,,,,,,,,,,,
634,"(0, 3)","(3, 0)","(0, 8)","(8, 8)","(8, 2)","(2, 8)","(8, 1)","(1, 1)","(1, 6)","(6, 1)","(1, 2)","(2, 4)","(4, 7)","(7, 4)","(4, 4)","(4, 3)","(3, 8)","(8, 5)","(5, 1)","(1, 5)","(5, 4)","(4, 2)","(2, 0)","(0, 4)","(4, 6)","(6, 7)","(7, 5)","(5, 2)","(2, 5)","(5, 6)","(6, 8)","(8, 6)","(6, 2)","(2, 2)","(2, 1)","(1, 3)","(3, 7)","(7, 1)","(1, 0)","(0, 0)","(0, 1)","(1, 7)","(7, 8)","(8, 7)","(7, 0)","(0, 2)","(2, 7)","(7, 7)","(6, 6)","(6, 5)","(5, 7)","(6, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,"(1, 4)","(4, 4)","(4, 1)","(1, 5)","(5, 5)","(5, 2)","(2, 8)","(8, 0)","(0, 6)","(6, 0)","(0, 1)","(1, 0)","(0, 2)","(2, 3)","(3, 3)","(3, 4)","(4, 2)","(2, 5)","(5, 1)","(1, 1)","(1, 2)","(2, 0)","(0, 8)","(8, 6)","(6, 2)","(2, 4)","(4, 6)","(6, 5)","(5, 7)","(7, 4)","(4, 7)","(7, 5)","(5, 8)","(8, 5)","(5, 3)","(3, 8)","(8, 4)","(4, 0)","(0, 0)","(4, 5)","(5, 0)","(4, 3)","(3, 0)","(6, 3)","(3, 2)","(6, 6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,"(0, 1)","(1, 7)","(7, 3)","(3, 3)","(3, 4)","(4, 7)","(7, 2)","(2, 3)","(3, 5)","(5, 5)","(5, 8)","(8, 2)","(2, 7)","(7, 0)","(0, 0)","(0, 2)","(2, 8)","(8, 1)","(1, 8)","(8, 5)","(5, 6)","(6, 6)","(6, 1)","(1, 3)","(3, 8)","(8, 6)","(6, 7)","(7, 4)","(4, 2)","(2, 0)","(0, 7)","(7, 5)","(5, 3)","(3, 6)","(6, 4)","(4, 0)","(0, 5)","(5, 0)","(0, 4)","(4, 3)","(3, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,"(6, 3)","(3, 4)","(4, 5)","(5, 6)","(6, 8)","(8, 2)","(2, 6)","(6, 0)","(0, 3)","(3, 3)","(3, 8)","(8, 6)","(6, 1)","(1, 1)","(1, 0)","(0, 2)","(2, 7)","(7, 3)","(3, 2)","(2, 2)","(2, 1)","(1, 2)","(2, 0)","(0, 8)","(8, 3)","(3, 1)","(1, 5)","(5, 8)","(8, 4)","(4, 6)","(6, 6)","(6, 2)","(2, 5)","(5, 1)","(1, 4)","(4, 4)","(4, 7)","(7, 0)","(0, 1)","(1, 8)","(8, 8)","(8, 0)","(0, 6)","(6, 7)","(7, 4)","(4, 0)","(0, 5)","(5, 3)","(3, 6)","(6, 5)","(5, 0)","(0, 7)","(7, 5)","(5, 2)","(2, 4)","(4, 3)","(3, 7)","(7, 7)","(7, 8)","(8, 7)","(7, 6)","(6, 4)","(5, 7)","(7, 2)","(1, 3)","(0, 4)","(5, 4)","(7, 1)","(8, 1)","(0, 0)","(8, 5)","(5, 5)",,,,,,,,,
638,"(6, 0)","(0, 4)","(4, 5)","(5, 7)","(7, 5)","(5, 6)","(6, 2)","(2, 4)","(4, 0)","(0, 3)","(3, 6)","(6, 7)","(7, 2)","(2, 1)","(1, 3)","(3, 7)","(7, 8)","(8, 4)","(4, 8)","(8, 2)","(2, 5)","(5, 4)","(4, 2)","(2, 7)","(0, 8)","(8, 7)","(5, 0)","(0, 7)","(5, 8)","(8, 6)","(6, 8)","(6, 4)","(5, 2)","(0, 2)","(0, 5)","(5, 3)","(3, 0)","(0, 0)","(0, 1)","(1, 5)","(5, 1)","(1, 6)","(6, 3)","(3, 3)","(3, 4)","(3, 8)","(0, 6)","(6, 1)","(1, 0)","(1, 2)","(3, 1)","(1, 1)","(1, 8)","(1, 4)","(3, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,
639,"(6, 8)","(8, 4)","(4, 2)","(2, 3)","(3, 0)","(0, 2)","(2, 4)","(4, 8)","(8, 7)","(7, 1)","(1, 2)","(2, 5)","(5, 6)","(6, 5)","(5, 7)","(7, 2)","(2, 1)","(1, 5)","(5, 2)","(2, 2)","(2, 6)","(6, 0)","(0, 3)","(3, 5)","(5, 0)","(0, 0)","(0, 7)","(7, 0)","(0, 6)","(6, 7)","(1, 4)","(4, 7)","(3, 6)","(6, 6)","(6, 1)","(1, 1)","(1, 0)","(0, 8)","(8, 6)","(6, 4)","(4, 6)","(6, 2)","(2, 0)","(0, 5)","(5, 4)","(4, 5)","(1, 3)","(3, 8)","(8, 0)","(2, 8)","(8, 2)","(3, 1)","(1, 8)","(8, 1)","(8, 5)","(4, 4)","(4, 1)","(4, 3)",,,,,,,,,,,,,,,,,,,,,,,
640,"(5, 8)","(8, 6)","(6, 0)","(0, 3)","(3, 4)","(4, 3)","(3, 1)","(1, 3)","(3, 7)","(7, 4)","(4, 2)","(2, 8)","(8, 5)","(5, 3)","(1, 7)","(7, 5)","(5, 4)","(4, 1)","(1, 6)","(6, 4)","(4, 4)","(4, 0)","(0, 2)","(2, 0)","(0, 8)","(8, 3)","(4, 7)","(7, 2)","(2, 6)","(6, 2)","(2, 2)","(2, 5)","(5, 2)","(2, 4)","(4, 5)","(5, 0)","(0, 0)","(0, 6)","(6, 6)","(6, 1)","(1, 8)","(8, 1)","(5, 5)","(7, 3)","(6, 3)","(0, 4)","(4, 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,"(0, 7)","(7, 0)","(0, 1)","(1, 8)","(8, 5)","(5, 5)","(5, 8)","(8, 2)","(2, 4)","(4, 5)","(5, 0)","(0, 0)","(0, 5)","(5, 3)","(3, 3)","(3, 1)","(1, 2)","(2, 0)","(0, 6)","(6, 2)","(2, 8)","(8, 0)","(0, 3)","(3, 5)","(5, 7)","(7, 1)","(1, 3)","(3, 6)","(6, 7)","(7, 5)","(5, 1)","(1, 0)","(0, 2)","(2, 3)","(3, 0)","(0, 4)","(4, 3)","(3, 7)","(7, 2)","(2, 7)","(7, 6)","(6, 6)","(6, 3)","(3, 4)","(4, 4)","(4, 7)","(7, 3)","(6, 1)","(1, 4)","(4, 1)","(1, 1)","(1, 5)","(5, 4)","(4, 8)","(8, 6)","(6, 5)","(2, 1)","(1, 6)","(6, 4)","(4, 2)","(2, 2)","(2, 6)","(6, 0)","(0, 8)","(8, 3)","(8, 7)","(7, 8)","(8, 4)","(8, 8)","(8, 1)",,,,,,,,,,,
642,"(2, 8)","(8, 2)","(2, 5)","(5, 3)","(3, 0)","(0, 2)","(2, 7)","(7, 2)","(2, 0)","(0, 7)","(7, 6)","(6, 0)","(0, 4)","(4, 6)","(6, 8)","(8, 6)","(6, 4)","(4, 8)","(8, 4)","(4, 1)","(1, 3)","(3, 3)","(3, 2)","(2, 2)","(2, 4)","(4, 7)","(7, 8)","(8, 3)","(3, 8)","(8, 1)","(1, 7)","(7, 4)","(0, 3)","(3, 7)","(7, 0)","(0, 5)","(5, 6)","(6, 1)","(1, 1)","(1, 6)","(6, 2)","(3, 4)","(5, 1)","(1, 2)","(6, 5)","(5, 7)","(7, 1)","(1, 0)","(0, 6)","(8, 5)","(5, 4)","(8, 0)","(0, 0)","(7, 5)","(5, 0)","(1, 4)","(3, 1)",,,,,,,,,,,,,,,,,,,,,,,,
643,"(7, 1)","(1, 5)","(5, 1)","(1, 2)","(2, 7)","(7, 5)","(5, 0)","(0, 2)","(2, 5)","(5, 6)","(6, 8)","(8, 2)","(2, 6)","(6, 2)","(2, 1)","(1, 7)","(7, 6)","(6, 3)","(3, 6)","(6, 4)","(4, 1)","(1, 3)","(3, 8)","(8, 5)","(5, 7)","(7, 8)","(8, 8)","(8, 3)","(3, 0)","(0, 3)","(3, 5)","(5, 5)","(5, 8)","(8, 6)","(6, 7)","(7, 4)","(4, 4)","(4, 7)","(7, 2)","(2, 3)","(3, 3)","(2, 4)","(4, 3)","(0, 0)","(0, 8)","(8, 4)","(4, 5)","(5, 4)","(7, 7)","(7, 0)","(0, 6)","(6, 6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,"(1, 6)","(6, 8)","(8, 4)","(4, 3)","(3, 3)","(3, 2)","(2, 7)","(7, 3)","(3, 6)","(6, 3)","(3, 5)","(5, 2)","(2, 8)","(8, 8)","(8, 6)","(6, 7)","(7, 4)","(4, 8)","(8, 0)","(0, 5)","(5, 8)","(8, 2)","(2, 1)","(1, 3)","(3, 7)","(7, 1)","(1, 1)","(1, 4)","(4, 5)","(5, 4)","(4, 1)","(1, 0)","(0, 6)","(6, 2)","(2, 6)","(6, 1)","(1, 7)","(7, 5)","(5, 3)","(3, 8)","(8, 5)","(5, 5)","(5, 1)","(1, 5)","(5, 7)","(7, 6)","(6, 4)","(4, 0)","(0, 4)","(4, 6)","(6, 6)","(6, 5)","(5, 0)","(0, 7)","(7, 2)","(3, 4)","(0, 1)","(0, 3)","(3, 1)","(0, 0)","(0, 2)","(7, 8)","(8, 7)","(7, 0)",,,,,,,,,,,,,,,,,
645,"(2, 5)","(5, 1)","(1, 1)","(1, 0)","(0, 6)","(6, 0)","(0, 7)","(7, 8)","(8, 3)","(3, 2)","(2, 1)","(1, 4)","(4, 7)","(7, 3)","(3, 8)","(8, 0)","(0, 5)","(5, 7)","(7, 1)","(1, 2)","(2, 6)","(6, 7)","(7, 7)","(7, 5)","(5, 0)","(0, 2)","(2, 2)","(2, 7)","(7, 6)","(6, 6)","(6, 2)","(2, 0)","(0, 0)","(0, 4)","(4, 2)","(2, 8)","(8, 5)","(5, 3)","(3, 3)","(3, 7)","(7, 4)","(4, 6)","(6, 8)","(8, 8)","(8, 7)","(5, 6)","(6, 3)","(3, 6)","(6, 4)","(4, 1)","(1, 3)","(3, 0)","(0, 8)","(8, 2)","(2, 3)","(3, 1)","(1, 6)","(6, 5)","(5, 2)","(2, 4)","(4, 8)","(8, 4)","(4, 0)","(4, 3)","(5, 4)","(4, 4)","(4, 5)","(5, 8)",,,,,,,,,,,,,
646,"(5, 8)","(8, 7)","(7, 2)","(2, 0)","(0, 1)","(1, 5)","(5, 5)","(5, 1)","(1, 0)","(0, 5)","(5, 0)","(0, 0)","(0, 7)","(7, 3)","(3, 0)","(0, 4)","(4, 7)","(7, 5)","(5, 3)","(3, 8)","(8, 1)","(1, 4)","(4, 4)","(4, 3)","(3, 2)","(2, 4)","(4, 0)","(0, 6)","(6, 3)","(3, 7)","(7, 8)","(8, 6)","(6, 0)","(0, 8)","(8, 0)","(6, 2)","(2, 3)","(3, 3)","(3, 4)","(4, 1)","(1, 2)","(2, 6)","(6, 1)","(1, 1)","(1, 8)","(8, 8)","(4, 5)","(5, 2)","(2, 7)","(7, 4)","(4, 8)","(3, 6)","(6, 4)","(1, 6)","(6, 6)","(2, 8)","(1, 3)","(5, 4)","(1, 7)","(5, 7)",,,,,,,,,,,,,,,,,,,,,
647,"(1, 3)","(3, 2)","(2, 6)","(6, 4)","(4, 5)","(5, 8)","(8, 1)","(1, 7)","(7, 4)","(4, 1)","(1, 1)","(1, 4)","(4, 6)","(6, 1)","(1, 6)","(6, 3)","(3, 4)","(4, 4)","(4, 3)","(3, 5)","(5, 1)","(1, 8)","(8, 0)","(0, 6)","(6, 6)","(6, 5)","(5, 3)","(3, 3)","(3, 8)","(8, 8)","(8, 3)","(3, 7)","(7, 1)","(1, 5)","(5, 5)","(5, 0)","(0, 4)","(4, 8)","(8, 6)","(3, 6)","(0, 7)","(7, 8)","(2, 4)","(4, 7)","(7, 6)","(7, 7)","(7, 3)","(3, 1)","(1, 2)","(2, 7)","(7, 0)","(0, 0)","(0, 2)","(2, 3)","(3, 0)","(0, 3)","(2, 1)","(1, 0)","(2, 0)","(5, 7)","(5, 2)","(2, 8)","(2, 5)","(5, 4)","(2, 2)",,,,,,,,,,,,,,,,
648,"(3, 5)","(5, 3)","(3, 8)","(8, 0)","(0, 4)","(4, 8)","(8, 4)","(4, 0)","(0, 1)","(1, 8)","(8, 6)","(6, 6)","(6, 1)","(1, 5)","(5, 7)","(7, 0)","(0, 8)","(8, 7)","(7, 4)","(4, 2)","(2, 5)","(5, 0)","(0, 6)","(6, 4)","(4, 4)","(4, 7)","(7, 2)","(2, 2)","(2, 3)","(3, 1)","(1, 4)","(4, 3)","(3, 4)","(4, 6)","(6, 5)","(5, 5)","(5, 2)","(2, 6)","(6, 7)","(7, 3)","(3, 7)","(7, 7)","(7, 1)","(1, 1)","(1, 6)","(6, 8)","(8, 1)","(1, 3)","(3, 6)","(6, 2)","(2, 8)","(8, 5)","(5, 6)","(7, 6)","(1, 0)","(0, 7)","(5, 8)","(8, 3)","(0, 3)","(0, 5)","(2, 7)","(2, 4)",,,,,,,,,,,,,,,,,,,
649,"(8, 7)","(7, 0)","(0, 4)","(4, 0)","(0, 7)","(7, 4)","(4, 5)","(5, 2)","(2, 1)","(1, 3)","(3, 0)","(0, 0)","(0, 2)","(2, 4)","(4, 3)","(3, 1)","(1, 0)","(0, 1)","(1, 5)","(5, 6)","(6, 5)","(5, 8)","(8, 3)","(3, 5)","(5, 5)","(5, 1)","(1, 6)","(6, 4)","(4, 4)","(6, 1)","(1, 4)","(8, 4)","(2, 5)","(5, 7)","(7, 5)","(2, 0)","(0, 8)","(8, 8)","(8, 0)","(0, 6)","(6, 7)","(7, 6)","(6, 6)","(6, 8)","(8, 5)","(7, 1)","(1, 1)","(1, 8)","(8, 6)","(6, 2)","(2, 8)","(6, 0)","(0, 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,"(0, 5)","(5, 4)","(4, 5)","(5, 6)","(6, 4)","(4, 6)","(6, 7)","(7, 6)","(6, 5)","(5, 3)","(3, 3)","(3, 4)","(4, 7)","(7, 5)","(5, 7)","(7, 1)","(1, 1)","(1, 5)","(5, 2)","(2, 5)","(5, 1)","(1, 2)","(2, 1)","(1, 4)","(4, 0)","(0, 2)","(2, 2)","(2, 3)","(3, 2)","(2, 6)","(6, 8)","(8, 0)","(0, 8)","(8, 2)","(2, 7)","(7, 8)","(8, 5)","(5, 8)","(8, 8)","(8, 3)","(3, 6)","(6, 6)","(6, 0)","(0, 6)","(0, 4)","(4, 2)","(2, 0)","(0, 7)","(7, 0)","(0, 1)","(1, 7)","(7, 3)","(3, 5)","(5, 5)","(8, 7)","(7, 2)","(8, 6)","(3, 8)","(4, 3)","(3, 1)","(1, 6)","(4, 8)","(1, 3)","(3, 7)","(0, 3)","(1, 0)","(4, 4)",,,,,,,,,,,,,,
651,"(2, 0)","(0, 7)","(7, 1)","(1, 8)","(8, 2)","(2, 6)","(6, 6)","(6, 7)","(7, 0)","(0, 0)","(0, 2)","(2, 7)","(7, 2)","(2, 3)","(3, 8)","(8, 5)","(5, 6)","(6, 5)","(5, 1)","(1, 5)","(5, 2)","(2, 1)","(1, 1)","(1, 6)","(6, 4)","(4, 6)","(6, 2)","(2, 2)","(2, 8)","(8, 6)","(0, 8)","(8, 4)","(4, 3)","(3, 3)","(3, 1)","(1, 3)","(3, 6)","(5, 8)","(8, 7)","(4, 8)","(8, 0)","(0, 1)","(1, 0)","(0, 5)","(5, 4)","(4, 7)","(3, 2)","(2, 4)","(8, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,"(3, 5)","(5, 0)","(0, 7)","(7, 7)","(7, 3)","(3, 7)","(7, 5)","(5, 3)","(3, 1)","(1, 1)","(1, 2)","(2, 3)","(3, 8)","(8, 7)","(7, 4)","(4, 1)","(1, 6)","(6, 7)","(3, 6)","(6, 2)","(2, 6)","(6, 4)","(4, 0)","(0, 4)","(4, 4)","(4, 5)","(5, 2)","(2, 2)","(2, 8)","(8, 0)","(0, 3)","(3, 0)","(0, 5)","(5, 6)","(6, 1)","(1, 5)","(6, 8)","(8, 3)","(3, 3)","(3, 4)","(4, 3)","(3, 2)","(2, 0)","(0, 2)","(2, 5)","(6, 0)","(0, 1)","(1, 7)","(6, 5)","(1, 8)","(8, 2)","(2, 4)","(4, 8)","(8, 5)","(1, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,
653,"(8, 6)","(6, 3)","(3, 3)","(3, 1)","(1, 5)","(5, 7)","(7, 2)","(2, 8)","(8, 0)","(0, 8)","(8, 1)","(1, 4)","(4, 6)","(6, 1)","(1, 2)","(2, 1)","(1, 0)","(0, 4)","(4, 0)","(0, 0)","(6, 4)","(4, 8)","(8, 4)","(4, 7)","(7, 4)","(4, 1)","(1, 1)","(5, 8)","(8, 2)","(2, 5)","(5, 6)","(6, 7)","(7, 6)","(6, 6)","(6, 5)","(5, 0)","(2, 0)","(5, 5)","(5, 3)","(3, 8)","(4, 5)","(5, 1)","(3, 0)","(3, 2)","(2, 6)","(6, 2)","(2, 2)","(2, 3)","(3, 5)","(5, 4)","(4, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,"(8, 6)","(6, 6)","(6, 4)","(4, 7)","(7, 7)","(7, 5)","(5, 4)","(4, 6)","(6, 2)","(2, 0)","(0, 3)","(3, 3)","(3, 5)","(5, 1)","(1, 3)","(3, 7)","(7, 2)","(2, 5)","(5, 3)","(3, 8)","(8, 2)","(2, 8)","(8, 3)","(3, 6)","(6, 5)","(5, 8)","(8, 5)","(5, 5)","(5, 6)","(6, 3)","(2, 2)","(2, 7)","(7, 4)","(4, 3)","(0, 5)","(5, 7)","(7, 6)","(6, 8)","(8, 1)","(1, 0)","(0, 7)","(2, 4)","(4, 5)","(5, 2)","(1, 5)","(0, 8)","(8, 7)","(1, 2)","(8, 4)","(4, 1)","(1, 7)","(0, 2)","(0, 1)","(1, 6)","(6, 1)","(1, 8)","(4, 0)","(0, 6)","(6, 7)",,,,,,,,,,,,,,,,,,,,,,
655,"(0, 3)","(3, 7)","(7, 6)","(6, 7)","(7, 3)","(3, 1)","(1, 1)","(1, 6)","(6, 3)","(3, 5)","(5, 7)","(7, 7)","(7, 1)","(1, 0)","(0, 7)","(7, 0)","(0, 1)","(1, 8)","(8, 4)","(4, 5)","(5, 8)","(8, 6)","(6, 5)","(5, 1)","(1, 3)","(3, 3)","(3, 8)","(8, 3)","(3, 4)","(4, 8)","(8, 5)","(5, 6)","(6, 1)","(1, 4)","(4, 3)","(3, 0)","(0, 2)","(2, 2)","(2, 3)","(3, 2)","(2, 4)","(4, 4)","(4, 0)","(0, 8)","(8, 7)","(7, 8)","(8, 0)","(0, 6)","(6, 2)","(2, 7)","(7, 4)","(4, 1)","(5, 5)","(5, 3)","(8, 1)","(7, 5)","(5, 4)","(4, 6)","(6, 6)","(6, 4)","(4, 2)","(2, 1)","(2, 5)","(5, 0)","(0, 0)","(6, 0)","(6, 8)","(4, 7)",,,,,,,,,,,,,
656,"(0, 1)","(1, 5)","(5, 3)","(3, 1)","(1, 8)","(8, 0)","(0, 7)","(7, 4)","(4, 1)","(1, 2)","(2, 4)","(4, 0)","(0, 6)","(6, 6)","(6, 0)","(0, 0)","(0, 5)","(5, 1)","(1, 7)","(7, 5)","(5, 6)","(6, 3)","(3, 2)","(2, 6)","(6, 1)","(1, 3)","(3, 6)","(6, 2)","(2, 3)","(3, 7)","(7, 8)","(8, 7)","(7, 2)","(2, 2)","(2, 0)","(0, 4)","(4, 8)","(8, 5)","(5, 7)","(7, 7)","(7, 6)","(6, 8)","(8, 1)","(1, 6)","(6, 7)","(7, 3)","(3, 3)","(3, 8)","(8, 6)","(6, 5)","(5, 2)","(2, 7)","(1, 0)","(0, 2)","(2, 1)","(1, 1)","(1, 4)","(4, 2)","(2, 5)","(5, 8)","(8, 4)","(4, 7)","(8, 2)","(5, 5)","(5, 4)",,,,,,,,,,,,,,,,
